,age,default,housing,loan,duration,campaign,pdays,previous,emp.var.rate
6956,42,0.0,0.0,0.0,159,1,999,0,1.1
6957,42,0.0,0.0,0.0,148,1,999,0,1.1
6958,58,0.0,1.0,0.0,57,3,999,0,1.1
6959,28,,1.0,0.0,179,1,999,0,1.1
6960,38,0.0,1.0,0.0,193,1,999,0,1.1
6961,38,0.0,1.0,0.0,179,1,999,0,1.1
6962,34,0.0,1.0,0.0,84,1,999,0,1.1
6963,45,0.0,1.0,0.0,254,1,999,0,1.1
6964,53,0.0,1.0,0.0,135,1,999,0,1.1
6965,50,,0.0,0.0,23,1,999,0,1.1
6966,30,,1.0,0.0,578,3,999,0,1.1
6967,38,0.0,1.0,0.0,179,1,999,0,1.1
6968,36,0.0,1.0,0.0,247,1,999,0,1.1
6969,46,,1.0,0.0,114,2,999,0,1.1
6970,42,0.0,1.0,0.0,119,1,999,0,1.1
6971,32,0.0,1.0,0.0,619,1,999,0,1.1
6972,38,0.0,0.0,0.0,514,3,999,0,1.1
6973,51,,0.0,0.0,337,1,999,0,1.1
6974,45,,1.0,0.0,561,1,999,0,1.1
6975,44,0.0,0.0,0.0,111,1,999,0,1.1
6976,48,0.0,0.0,0.0,418,2,999,0,1.1
6977,46,0.0,1.0,0.0,56,2,999,0,1.1
6978,43,,0.0,0.0,456,1,999,0,1.1
6979,49,,1.0,0.0,109,1,999,0,1.1
6980,44,0.0,1.0,0.0,413,2,999,0,1.1
6981,56,,1.0,0.0,278,1,999,0,1.1
6982,34,0.0,0.0,0.0,179,2,999,0,1.1
6983,59,,0.0,0.0,146,1,999,0,1.1
6984,53,,0.0,0.0,202,1,999,0,1.1
6985,33,0.0,,,73,1,999,0,1.1
6986,57,,0.0,0.0,154,1,999,0,1.1
6987,40,0.0,1.0,0.0,257,1,999,0,1.1
6988,43,0.0,1.0,0.0,199,1,999,0,1.1
6989,45,0.0,0.0,0.0,208,1,999,0,1.1
6990,41,0.0,1.0,0.0,471,1,999,0,1.1
6991,25,0.0,,,360,5,999,0,1.1
6992,33,0.0,,,131,1,999,0,1.1
6993,56,,,,137,1,999,0,1.1
6994,37,0.0,0.0,0.0,155,1,999,0,1.1
6995,48,0.0,0.0,0.0,66,2,999,0,1.1
6996,32,0.0,0.0,0.0,103,2,999,0,1.1
6997,47,,1.0,0.0,179,1,999,0,1.1
6998,45,0.0,1.0,0.0,358,2,999,0,1.1
6999,43,0.0,1.0,0.0,514,3,999,0,1.1
7000,32,0.0,0.0,0.0,27,1,999,0,1.1
7001,48,0.0,1.0,0.0,544,4,999,0,1.1
7002,46,,0.0,0.0,346,6,999,0,1.1
7003,50,0.0,0.0,0.0,134,6,999,0,1.1
7004,41,0.0,0.0,0.0,135,2,999,0,1.1
7005,42,0.0,0.0,0.0,633,6,999,0,1.1
7006,42,,0.0,0.0,48,1,999,0,1.1
7007,31,0.0,1.0,0.0,359,2,999,0,1.1
7008,40,,1.0,0.0,105,1,999,0,1.1
7009,37,,0.0,0.0,179,1,999,0,1.1
7010,37,0.0,0.0,0.0,322,1,999,0,1.1
7011,45,,1.0,0.0,56,2,999,0,1.1
7012,32,0.0,,,315,1,999,0,1.1
7013,41,,1.0,0.0,126,1,999,0,1.1
7014,57,,0.0,0.0,122,1,999,0,1.1
7015,33,0.0,1.0,0.0,144,2,999,0,1.1
7016,36,0.0,1.0,0.0,445,1,999,0,1.1
7017,39,0.0,0.0,0.0,356,2,999,0,1.1
7018,40,,1.0,0.0,144,1,999,0,1.1
7019,31,0.0,1.0,0.0,102,4,999,0,1.1
7020,34,0.0,0.0,0.0,187,3,999,0,1.1
7021,42,,0.0,0.0,329,1,999,0,1.1
7022,59,,1.0,0.0,247,1,999,0,1.1
7023,52,0.0,1.0,0.0,152,1,999,0,1.1
7024,30,0.0,1.0,0.0,49,1,999,0,1.1
7025,52,,0.0,0.0,223,4,999,0,1.1
7026,30,0.0,0.0,0.0,177,1,999,0,1.1
7027,38,,0.0,0.0,77,1,999,0,1.1
7028,44,0.0,1.0,0.0,106,1,999,0,1.1
7029,47,0.0,1.0,0.0,146,1,999,0,1.1
7030,38,,1.0,0.0,125,1,999,0,1.1
7031,41,0.0,0.0,0.0,404,1,999,0,1.1
7032,48,0.0,1.0,0.0,413,1,999,0,1.1
7033,31,0.0,1.0,0.0,177,2,999,0,1.1
7034,38,0.0,1.0,0.0,118,1,999,0,1.1
7035,52,0.0,1.0,0.0,201,1,999,0,1.1
7036,43,0.0,1.0,0.0,609,2,999,0,1.1
7037,46,0.0,0.0,0.0,251,1,999,0,1.1
7038,34,0.0,1.0,0.0,35,1,999,0,1.1
7039,35,0.0,1.0,0.0,473,1,999,0,1.1
7040,29,0.0,1.0,0.0,596,1,999,0,1.1
7041,55,0.0,0.0,0.0,370,1,999,0,1.1
7042,24,0.0,0.0,0.0,179,1,999,0,1.1
7043,29,0.0,0.0,0.0,70,2,999,0,1.1
7044,39,0.0,1.0,0.0,77,2,999,0,1.1
7045,30,0.0,1.0,0.0,212,6,999,0,1.1
7046,30,0.0,1.0,0.0,245,4,999,0,1.1
7047,33,0.0,0.0,0.0,544,1,999,0,1.1
7048,38,0.0,0.0,0.0,117,1,999,0,1.1
7049,41,0.0,0.0,0.0,410,5,999,0,1.1
7050,41,,0.0,0.0,513,3,999,0,1.1
7051,40,0.0,0.0,0.0,179,2,999,0,1.1
7052,38,0.0,1.0,0.0,179,1,999,0,1.1
7053,28,,1.0,0.0,174,1,999,0,1.1
7054,33,0.0,0.0,0.0,365,2,999,0,1.1
7055,31,0.0,0.0,0.0,179,1,999,0,1.1
7056,41,0.0,0.0,0.0,158,1,999,0,1.1
7057,47,,0.0,0.0,159,1,999,0,1.1
7058,38,0.0,1.0,0.0,82,1,999,0,1.1
7059,57,,1.0,0.0,180,1,999,0,1.1
7060,56,,1.0,0.0,42,3,999,0,1.1
7061,28,0.0,1.0,0.0,206,1,999,0,1.1
7062,28,,0.0,0.0,92,1,999,0,1.1
7063,51,0.0,1.0,0.0,162,2,999,0,1.1
7064,41,0.0,1.0,0.0,347,1,999,0,1.1
7065,36,,0.0,0.0,117,1,999,0,1.1
7066,41,0.0,1.0,0.0,179,1,999,0,1.1
7067,56,0.0,0.0,0.0,162,2,999,0,1.1
7068,41,,0.0,0.0,126,2,999,0,1.1
7069,26,0.0,1.0,0.0,344,3,999,0,1.1
7070,44,0.0,0.0,0.0,71,5,999,0,1.1
7071,42,0.0,1.0,0.0,178,1,999,0,1.1
7072,35,0.0,0.0,0.0,52,5,999,0,1.1
7073,28,0.0,1.0,0.0,409,3,999,0,1.1
7074,30,0.0,0.0,0.0,272,5,999,0,1.1
7075,45,0.0,0.0,0.0,87,2,999,0,1.1
7076,47,,0.0,0.0,127,1,999,0,1.1
7077,33,,1.0,0.0,202,1,999,0,1.1
7078,36,,1.0,0.0,117,1,999,0,1.1
7079,41,0.0,0.0,0.0,441,1,999,0,1.1
7080,47,0.0,0.0,0.0,175,1,999,0,1.1
7081,36,0.0,0.0,0.0,164,3,999,0,1.1
7082,52,,0.0,0.0,80,3,999,0,1.1
7083,28,0.0,0.0,0.0,179,3,999,0,1.1
7084,26,0.0,0.0,0.0,13,1,999,0,1.1
7085,36,0.0,0.0,0.0,139,3,999,0,1.1
7086,38,,0.0,0.0,179,2,999,0,1.1
7087,36,0.0,0.0,0.0,263,3,999,0,1.1
7088,39,,1.0,0.0,64,4,999,0,1.1
7089,35,,1.0,0.0,440,2,999,0,1.1
7090,37,,0.0,0.0,76,3,999,0,1.1
7091,38,0.0,1.0,0.0,26,3,999,0,1.1
7092,45,0.0,0.0,0.0,455,2,999,0,1.1
7093,33,0.0,1.0,0.0,180,2,999,0,1.1
7094,34,0.0,0.0,0.0,200,2,999,0,1.1
7095,31,0.0,0.0,0.0,535,2,999,0,1.1
7096,46,,,,313,2,999,0,1.1
7097,58,,1.0,0.0,101,1,999,0,1.1
7098,40,,0.0,0.0,473,3,999,0,1.1
7099,46,0.0,1.0,0.0,179,2,999,0,1.1
7100,39,0.0,0.0,0.0,364,3,999,0,1.1
7101,40,0.0,1.0,0.0,153,1,999,0,1.1
7102,34,,1.0,0.0,158,1,999,0,1.1
7103,36,0.0,1.0,0.0,617,2,999,0,1.1
7104,30,0.0,0.0,0.0,99,1,999,0,1.1
7105,50,,1.0,0.0,217,1,999,0,1.1
7106,42,0.0,0.0,0.0,129,2,999,0,1.1
7107,45,,1.0,0.0,277,2,999,0,1.1
7108,59,0.0,0.0,0.0,200,4,999,0,1.1
7109,59,,1.0,0.0,105,2,999,0,1.1
7110,51,0.0,1.0,0.0,431,2,999,0,1.1
7111,49,0.0,0.0,0.0,417,2,999,0,1.1
7112,44,0.0,1.0,0.0,480,2,999,0,1.1
7113,30,,1.0,0.0,331,4,999,0,1.1
7114,39,0.0,0.0,0.0,359,3,999,0,1.1
7115,35,0.0,,,332,2,999,0,1.1
7116,35,,0.0,0.0,215,1,999,0,1.1
7117,59,0.0,1.0,0.0,535,2,999,0,1.1
7118,59,,0.0,0.0,147,2,999,0,1.1
7119,43,0.0,0.0,0.0,13,3,999,0,1.1
7120,29,0.0,0.0,0.0,179,2,999,0,1.1
7121,56,0.0,1.0,0.0,242,3,999,0,1.1
7122,41,0.0,0.0,0.0,179,1,999,0,1.1
7123,47,0.0,1.0,0.0,97,1,999,0,1.1
7124,49,,1.0,0.0,166,1,999,0,1.1
7125,43,0.0,0.0,0.0,207,1,999,0,1.1
7126,34,,0.0,0.0,376,1,999,0,1.1
7127,31,0.0,0.0,0.0,480,2,999,0,1.1
7128,60,0.0,1.0,0.0,609,1,999,0,1.1
7129,29,0.0,0.0,0.0,116,1,999,0,1.1
7130,34,,0.0,0.0,484,5,999,0,1.1
7131,54,0.0,1.0,0.0,217,1,999,0,1.1
7132,31,0.0,0.0,0.0,112,1,999,0,1.1
7133,45,,0.0,0.0,179,1,999,0,1.1
7134,51,,1.0,0.0,148,4,999,0,1.1
7135,40,0.0,1.0,0.0,179,2,999,0,1.1
7136,38,0.0,0.0,0.0,362,5,999,0,1.1
7137,37,0.0,1.0,0.0,179,2,999,0,1.1
7138,37,,1.0,0.0,54,2,999,0,1.1
7139,36,0.0,0.0,0.0,184,2,999,0,1.1
7140,35,,1.0,0.0,253,2,999,0,1.1
7141,54,0.0,0.0,0.0,114,3,999,0,1.1
7142,34,0.0,1.0,0.0,293,2,999,0,1.1
7143,49,,0.0,0.0,246,2,999,0,1.1
7144,42,0.0,1.0,0.0,195,2,999,0,1.1
7145,32,0.0,1.0,0.0,221,2,999,0,1.1
7146,55,0.0,1.0,0.0,166,3,999,0,1.1
7147,40,,0.0,0.0,385,2,999,0,1.1
7148,50,0.0,0.0,0.0,85,6,999,0,1.1
7149,31,,0.0,0.0,173,1,999,0,1.1
7150,50,0.0,0.0,0.0,48,5,999,0,1.1
7151,51,0.0,1.0,0.0,410,3,999,0,1.1
7152,46,,1.0,0.0,311,3,999,0,1.1
7153,44,0.0,1.0,0.0,40,2,999,0,1.1
7154,57,0.0,1.0,0.0,81,1,999,0,1.1
7155,30,0.0,0.0,0.0,558,2,999,0,1.1
7156,54,,0.0,0.0,109,4,999,0,1.1
7157,54,0.0,1.0,0.0,77,3,999,0,1.1
7158,24,0.0,1.0,0.0,70,2,999,0,1.1
7159,45,0.0,1.0,0.0,229,4,999,0,1.1
7160,49,0.0,0.0,0.0,565,1,999,0,1.1
7161,39,,0.0,0.0,145,2,999,0,1.1
7162,36,0.0,0.0,0.0,179,3,999,0,1.1
7163,31,,1.0,0.0,199,2,999,0,1.1
7164,36,,1.0,0.0,488,1,999,0,1.1
7165,51,0.0,1.0,0.0,176,3,999,0,1.1
7166,48,,1.0,0.0,123,4,999,0,1.1
7167,51,,1.0,0.0,88,2,999,0,1.1
7168,41,,1.0,0.0,179,4,999,0,1.1
7169,37,0.0,1.0,0.0,105,3,999,0,1.1
7170,46,,1.0,0.0,101,4,999,0,1.1
7171,54,0.0,0.0,0.0,225,3,999,0,1.1
7172,49,,1.0,0.0,122,2,999,0,1.1
7173,41,,,,52,2,999,0,1.1
7174,52,,1.0,0.0,150,4,999,0,1.1
7175,30,,1.0,0.0,399,1,999,0,1.1
7176,30,0.0,1.0,0.0,58,1,999,0,1.1
7177,42,0.0,0.0,0.0,260,1,999,0,1.1
7178,37,0.0,1.0,0.0,199,3,999,0,1.1
7179,35,0.0,0.0,0.0,241,4,999,0,1.1
7180,34,0.0,1.0,0.0,399,5,999,0,1.1
7181,49,0.0,1.0,0.0,637,3,999,0,1.1
7182,53,0.0,0.0,0.0,107,2,999,0,1.1
7183,30,0.0,1.0,0.0,68,1,999,0,1.1
7184,41,,1.0,0.0,137,1,999,0,1.1
7185,35,0.0,0.0,0.0,182,1,999,0,1.1
7186,55,0.0,0.0,0.0,553,1,999,0,1.1
7187,27,0.0,1.0,0.0,310,3,999,0,1.1
7188,30,0.0,1.0,0.0,206,3,999,0,1.1
7189,33,0.0,0.0,0.0,119,2,999,0,1.1
7190,33,0.0,1.0,0.0,179,2,999,0,1.1
7191,49,,0.0,0.0,29,4,999,0,1.1
7192,39,0.0,0.0,0.0,126,2,999,0,1.1
7193,25,0.0,1.0,0.0,251,4,999,0,1.1
7194,35,0.0,0.0,0.0,188,6,999,0,1.1
7195,37,0.0,0.0,0.0,368,2,999,0,1.1
7196,34,0.0,0.0,0.0,414,2,999,0,1.1
7197,32,,0.0,0.0,128,3,999,0,1.1
7198,38,0.0,1.0,0.0,179,2,999,0,1.1
7199,37,,1.0,0.0,512,5,999,0,1.1
7200,31,,1.0,0.0,102,3,999,0,1.1
7201,45,0.0,1.0,0.0,179,2,999,0,1.1
7202,35,,1.0,0.0,44,2,999,0,1.1
7203,31,0.0,1.0,0.0,203,2,999,0,1.1
7204,41,0.0,0.0,0.0,74,2,999,0,1.1
7205,29,0.0,0.0,0.0,118,3,999,0,1.1
7206,35,0.0,0.0,0.0,179,3,999,0,1.1
7207,50,,1.0,0.0,100,5,999,0,1.1
7208,56,,1.0,0.0,124,3,999,0,1.1
7209,50,0.0,0.0,0.0,179,2,999,0,1.1
7210,25,0.0,0.0,0.0,241,3,999,0,1.1
7211,29,0.0,1.0,0.0,430,1,999,0,1.1
7212,37,,1.0,0.0,219,3,999,0,1.1
7213,33,0.0,1.0,0.0,67,2,999,0,1.1
7214,41,0.0,1.0,0.0,294,3,999,0,1.1
7215,44,,1.0,0.0,318,2,999,0,1.1
7216,34,,1.0,0.0,179,3,999,0,1.1
7217,38,0.0,0.0,0.0,110,3,999,0,1.1
7218,37,0.0,1.0,0.0,58,2,999,0,1.1
7219,35,,0.0,0.0,386,2,999,0,1.1
7220,52,,0.0,0.0,218,2,999,0,1.1
7221,40,0.0,0.0,0.0,191,2,999,0,1.1
7222,43,,0.0,0.0,84,2,999,0,1.1
7223,25,0.0,0.0,0.0,130,2,999,0,1.1
7224,53,,0.0,0.0,113,2,999,0,1.1
7225,36,,1.0,0.0,179,6,999,0,1.1
7226,59,0.0,1.0,0.0,76,4,999,0,1.1
7227,46,,1.0,0.0,187,3,999,0,1.1
7228,57,,0.0,0.0,587,4,999,0,1.1
7229,45,0.0,1.0,0.0,336,3,999,0,1.1
7230,36,0.0,1.0,0.0,59,3,999,0,1.1
7231,37,0.0,1.0,0.0,72,2,999,0,1.1
7232,31,0.0,0.0,0.0,127,2,999,0,1.1
7233,46,,1.0,0.0,352,2,999,0,1.1
7234,28,0.0,1.0,0.0,347,2,999,0,1.1
7235,52,0.0,1.0,0.0,286,2,999,0,1.1
7236,59,,0.0,0.0,179,2,999,0,1.1
7237,59,0.0,1.0,0.0,29,2,999,0,1.1
7238,38,,0.0,0.0,211,6,999,0,1.1
7239,25,0.0,1.0,0.0,175,3,999,0,1.1
7240,36,0.0,1.0,0.0,55,2,999,0,1.1
7241,58,,0.0,0.0,324,3,999,0,1.1
7242,35,0.0,1.0,0.0,228,3,999,0,1.1
7243,32,0.0,1.0,0.0,128,2,999,0,1.1
7244,27,,1.0,0.0,38,2,999,0,1.1
7245,34,0.0,0.0,0.0,96,2,999,0,1.1
7246,50,,0.0,0.0,18,2,999,0,1.1
7247,32,0.0,1.0,0.0,147,4,999,0,1.1
7248,37,0.0,1.0,0.0,179,2,999,0,1.1
7249,53,,,,135,2,999,0,1.1
7250,33,0.0,1.0,0.0,56,3,999,0,1.1
7251,46,0.0,1.0,0.0,39,2,999,0,1.1
7252,40,,0.0,0.0,144,5,999,0,1.1
7253,51,,1.0,0.0,249,2,999,0,1.1
7254,39,,0.0,0.0,286,3,999,0,1.1
7255,42,0.0,1.0,0.0,384,2,999,0,1.1
7256,52,,0.0,0.0,183,3,999,0,1.1
7257,37,0.0,1.0,0.0,240,2,999,0,1.1
7258,36,0.0,1.0,0.0,238,3,999,0,1.1
7259,35,,0.0,0.0,225,3,999,0,1.1
7260,41,,1.0,0.0,151,2,999,0,1.1
7261,33,0.0,0.0,0.0,194,2,999,0,1.1
7262,29,0.0,0.0,0.0,273,3,999,0,1.1
7263,46,,1.0,0.0,431,2,999,0,1.1
7264,30,0.0,1.0,0.0,57,2,999,0,1.1
7265,55,,1.0,0.0,179,3,999,0,1.1
7266,42,,1.0,0.0,179,2,999,0,1.1
7267,48,0.0,1.0,0.0,179,2,999,0,1.1
7268,32,,1.0,0.0,184,3,999,0,1.1
7269,56,,1.0,0.0,313,2,999,0,1.1
7270,48,,0.0,0.0,142,2,999,0,1.1
7271,40,,0.0,0.0,171,4,999,0,1.1
7272,38,0.0,1.0,0.0,245,3,999,0,1.1
7273,38,0.0,0.0,0.0,238,2,999,0,1.1
7274,41,0.0,0.0,0.0,53,3,999,0,1.1
7275,39,0.0,1.0,0.0,364,2,999,0,1.1
7276,45,,0.0,0.0,191,3,999,0,1.1
7277,46,,0.0,0.0,35,2,999,0,1.1
7278,54,0.0,0.0,0.0,106,4,999,0,1.1
7279,29,0.0,1.0,0.0,382,3,999,0,1.1
7280,51,0.0,0.0,0.0,191,5,999,0,1.1
7281,41,0.0,1.0,0.0,483,2,999,0,1.1
7282,54,0.0,0.0,0.0,253,3,999,0,1.1
7283,31,0.0,1.0,0.0,328,2,999,0,1.1
7284,54,,0.0,0.0,82,2,999,0,1.1
7285,54,0.0,0.0,0.0,155,2,999,0,1.1
7286,36,0.0,1.0,0.0,233,5,999,0,1.1
7287,31,0.0,0.0,0.0,66,6,999,0,1.1
7288,30,,1.0,0.0,179,3,999,0,1.1
7289,58,,1.0,0.0,179,3,999,0,1.1
7290,55,0.0,0.0,0.0,134,4,999,0,1.1
7291,37,,0.0,0.0,96,5,999,0,1.1
7292,55,0.0,1.0,0.0,197,2,999,0,1.1
7293,30,0.0,1.0,0.0,179,2,999,0,1.1
7294,39,0.0,1.0,0.0,81,4,999,0,1.1
7295,27,0.0,0.0,0.0,201,3,999,0,1.1
7296,34,0.0,0.0,0.0,248,3,999,0,1.1
7297,53,,0.0,0.0,179,2,999,0,1.1
7298,52,,0.0,0.0,91,2,999,0,1.1
7299,51,0.0,1.0,0.0,179,2,999,0,1.1
7300,49,0.0,1.0,0.0,182,6,999,0,1.1
7301,37,0.0,0.0,0.0,30,2,999,0,1.1
7302,53,0.0,0.0,0.0,101,2,999,0,1.1
7303,53,,0.0,0.0,54,2,999,0,1.1
7304,59,,1.0,0.0,374,4,999,0,1.1
7305,55,,0.0,0.0,216,2,999,0,1.1
7306,34,0.0,0.0,0.0,76,4,999,0,1.1
7307,37,,1.0,0.0,73,3,999,0,1.1
7308,45,0.0,0.0,0.0,62,6,999,0,1.1
7309,50,0.0,0.0,0.0,152,2,999,0,1.1
7310,35,0.0,0.0,0.0,86,4,999,0,1.1
7311,28,0.0,0.0,0.0,95,6,999,0,1.1
7312,36,0.0,1.0,0.0,23,2,999,0,1.1
7313,37,,1.0,0.0,25,2,999,0,1.1
7314,35,0.0,1.0,0.0,151,2,999,0,1.1
7315,26,0.0,0.0,0.0,95,3,999,0,1.1
7316,32,0.0,1.0,0.0,52,2,999,0,1.1
7317,32,0.0,1.0,0.0,52,3,999,0,1.1
7318,59,0.0,1.0,0.0,421,3,999,0,1.1
7319,45,,1.0,0.0,322,2,999,0,1.1
7320,30,0.0,1.0,0.0,52,4,999,0,1.1
7321,27,,0.0,0.0,340,2,999,0,1.1
7322,48,0.0,1.0,0.0,139,2,999,0,1.1
7323,59,,0.0,0.0,179,2,999,0,1.1
7324,35,,0.0,0.0,288,3,999,0,1.1
7325,35,0.0,1.0,0.0,231,3,999,0,1.1
7326,37,0.0,0.0,0.0,120,2,999,0,1.1
7327,38,,1.0,0.0,203,2,999,0,1.1
7328,39,0.0,0.0,0.0,67,3,999,0,1.1
7329,42,,,,311,4,999,0,1.1
7330,57,0.0,0.0,0.0,50,2,999,0,1.1
7331,42,0.0,1.0,0.0,86,3,999,0,1.1
7332,25,0.0,1.0,0.0,139,3,999,0,1.1
7333,54,,0.0,0.0,235,1,999,0,1.1
7334,46,0.0,0.0,0.0,43,1,999,0,1.1
7335,34,0.0,1.0,0.0,233,1,999,0,1.1
7336,44,0.0,1.0,0.0,230,1,999,0,1.1
7337,42,0.0,0.0,0.0,177,1,999,0,1.1
7338,42,0.0,1.0,0.0,149,1,999,0,1.1
7339,58,,1.0,0.0,422,1,999,0,1.1
7340,41,,0.0,0.0,121,1,999,0,1.1
7341,41,0.0,1.0,0.0,324,1,999,0,1.1
7342,48,0.0,0.0,0.0,287,1,999,0,1.1
7343,33,0.0,1.0,0.0,58,2,999,0,1.1
7344,58,0.0,0.0,0.0,226,1,999,0,1.1
7345,42,,0.0,0.0,153,1,999,0,1.1
7346,52,0.0,0.0,0.0,151,3,999,0,1.1
7347,31,0.0,1.0,0.0,57,2,999,0,1.1
7348,39,,0.0,0.0,31,1,999,0,1.1
7349,35,,0.0,0.0,118,6,999,0,1.1
7350,28,0.0,1.0,0.0,133,4,999,0,1.1
7351,32,0.0,0.0,0.0,171,1,999,0,1.1
7352,37,0.0,0.0,0.0,62,3,999,0,1.1
7353,36,,0.0,0.0,45,3,999,0,1.1
7354,51,0.0,1.0,0.0,91,2,999,0,1.1
7355,34,0.0,0.0,0.0,172,2,999,0,1.1
7356,40,0.0,1.0,0.0,498,4,999,0,1.1
7357,47,0.0,0.0,0.0,85,2,999,0,1.1
7358,43,0.0,1.0,0.0,224,2,999,0,1.1
7359,34,0.0,0.0,0.0,553,3,999,0,1.1
7360,30,0.0,1.0,0.0,242,3,999,0,1.1
7361,35,0.0,0.0,0.0,192,6,999,0,1.1
7362,45,,0.0,0.0,207,4,999,0,1.1
7363,52,,0.0,0.0,179,1,999,0,1.1
7364,26,0.0,1.0,0.0,160,3,999,0,1.1
7365,36,0.0,0.0,0.0,147,5,999,0,1.1
7366,42,0.0,1.0,0.0,87,1,999,0,1.1
7367,30,0.0,0.0,0.0,199,2,999,0,1.1
7368,37,,0.0,0.0,34,2,999,0,1.1
7369,35,0.0,1.0,0.0,65,2,999,0,1.1
7370,33,0.0,1.0,0.0,150,1,999,0,1.1
7371,38,0.0,1.0,0.0,57,1,999,0,1.1
7372,34,0.0,0.0,0.0,234,1,999,0,1.1
7373,28,0.0,0.0,0.0,521,2,999,0,1.1
7374,33,0.0,1.0,0.0,555,1,999,0,1.1
7375,39,0.0,1.0,0.0,86,1,999,0,1.1
7376,26,0.0,0.0,0.0,204,4,999,0,1.1
7377,36,0.0,0.0,0.0,222,1,999,0,1.1
7378,35,0.0,0.0,0.0,162,1,999,0,1.1
7379,33,0.0,0.0,0.0,179,5,999,0,1.1
7380,34,0.0,0.0,0.0,179,1,999,0,1.1
7381,27,,0.0,0.0,179,3,999,0,1.1
7382,41,0.0,0.0,0.0,96,2,999,0,1.1
7383,34,,1.0,0.0,123,1,999,0,1.1
7384,25,0.0,0.0,0.0,56,1,999,0,1.1
7385,34,0.0,1.0,0.0,54,3,999,0,1.1
7386,50,0.0,1.0,0.0,152,4,999,0,1.1
7387,25,0.0,0.0,0.0,25,4,999,0,1.1
7388,26,,0.0,0.0,120,6,999,0,1.1
7389,37,0.0,1.0,0.0,491,1,999,0,1.1
7390,49,,0.0,0.0,379,2,999,0,1.1
7391,37,,0.0,0.0,343,3,999,0,1.1
7392,32,,1.0,0.0,289,2,999,0,1.1
7393,50,,0.0,0.0,574,1,999,0,1.1
7394,51,,1.0,0.0,85,1,999,0,1.1
7395,55,,0.0,0.0,319,1,999,0,1.1
7396,49,0.0,1.0,0.0,108,1,999,0,1.1
7397,40,0.0,0.0,0.0,179,3,999,0,1.1
7398,52,,0.0,0.0,80,3,999,0,1.1
7399,55,,1.0,0.0,449,1,999,0,1.1
7400,38,0.0,1.0,0.0,198,1,999,0,1.1
7401,52,0.0,1.0,0.0,135,2,999,0,1.1
7402,34,0.0,1.0,0.0,69,1,999,0,1.1
7403,44,,1.0,0.0,55,1,999,0,1.1
7404,48,0.0,1.0,0.0,290,5,999,0,1.1
7405,26,0.0,1.0,0.0,138,1,999,0,1.1
7406,28,0.0,0.0,0.0,135,1,999,0,1.1
7407,31,,1.0,0.0,70,1,999,0,1.1
7408,58,,1.0,0.0,179,2,999,0,1.1
7409,37,0.0,0.0,0.0,327,1,999,0,1.1
7410,43,,0.0,0.0,246,1,999,0,1.1
7411,37,0.0,1.0,0.0,295,1,999,0,1.1
7412,37,0.0,0.0,0.0,255,1,999,0,1.1
7413,35,0.0,1.0,0.0,523,1,999,0,1.1
7414,30,,0.0,0.0,130,1,999,0,1.1
7415,34,0.0,0.0,0.0,103,5,999,0,1.1
7416,30,,0.0,0.0,205,2,999,0,1.1
7417,37,,,,92,1,999,0,1.1
7418,38,0.0,1.0,0.0,107,1,999,0,1.1
7419,30,0.0,0.0,0.0,179,1,999,0,1.1
7420,25,0.0,1.0,0.0,65,1,999,0,1.1
7421,41,0.0,0.0,0.0,556,1,999,0,1.1
7422,25,0.0,0.0,0.0,115,1,999,0,1.1
7423,26,0.0,0.0,0.0,180,1,999,0,1.1
7424,37,0.0,0.0,0.0,87,1,999,0,1.1
7425,44,,0.0,0.0,70,2,999,0,1.1
7426,39,0.0,1.0,0.0,435,1,999,0,1.1
7427,49,0.0,0.0,0.0,132,1,999,0,1.1
7428,41,0.0,0.0,0.0,312,1,999,0,1.1
7429,33,0.0,0.0,0.0,283,1,999,0,1.1
7430,30,0.0,1.0,0.0,182,1,999,0,1.1
7431,37,,0.0,0.0,379,1,999,0,1.1
7432,33,,0.0,0.0,127,1,999,0,1.1
7433,35,0.0,0.0,0.0,126,1,999,0,1.1
7434,35,0.0,0.0,0.0,91,2,999,0,1.1
7435,45,0.0,,,78,1,999,0,1.1
7436,40,0.0,0.0,0.0,417,1,999,0,1.1
7437,43,,1.0,0.0,618,2,999,0,1.1
7438,39,,1.0,0.0,407,1,999,0,1.1
7439,32,0.0,1.0,0.0,160,1,999,0,1.1
7440,45,0.0,0.0,0.0,171,1,999,0,1.1
7441,29,0.0,0.0,0.0,210,1,999,0,1.1
7442,36,0.0,1.0,0.0,135,3,999,0,1.1
7443,35,0.0,1.0,0.0,461,1,999,0,1.1
7444,25,,1.0,0.0,179,1,999,0,1.1
7445,27,,0.0,0.0,179,1,999,0,1.1
7446,40,0.0,0.0,0.0,171,1,999,0,1.1
7447,46,0.0,0.0,0.0,68,2,999,0,1.1
7448,30,0.0,1.0,0.0,120,3,999,0,1.1
7449,52,,0.0,0.0,67,2,999,0,1.1
7450,36,0.0,0.0,0.0,381,2,999,0,1.1
7451,32,0.0,0.0,0.0,278,2,999,0,1.1
7452,43,,0.0,0.0,126,1,999,0,1.1
7453,26,0.0,1.0,0.0,149,1,999,0,1.1
7454,56,,0.0,0.0,95,1,999,0,1.1
7455,32,0.0,0.0,0.0,197,1,999,0,1.1
7456,43,,1.0,0.0,38,3,999,0,1.1
7457,40,,1.0,0.0,201,3,999,0,1.1
